#EVENTS;;;;;;;;;;;;;;x
VIETmisc.2016.desc;A new cosmetic popular among the noblewomen is made using the egg yolk of from quail eggs instead of the usual chicken eggs. But quail eggs are a rare luxury much more suited for gourmet food. Are these women truly vain?;Un nouveau cosmétique populaire parmi les femmes nobles est fait en utilisant le jaune d'oeuf des oeufs de caille au lieu des oeufs de poule habituels. Mais les oeufs de caille sont un luxe rare, beaucoup plus adapté à la gastronomie. Ces femmes sont-elles vraiment vaines ?;;;;;;;;;;x
VIETmisc.2016.a;A useless product!;Un produit inutile !;;;;;;;;;;;;x
VIETmisc.2510.desc;It is early in the morning, and I am awoken to a loud sound. I look upwards, and gaze at my bedroom door. There stands my daughter, holding a glistening, shiny knife, with the most horrific smile on her face. She says cheerfully, "You woke up yourself. That's too bad.";Il est tôt ce matin, et je suis réveillé par un bruit fort. Je me lève et je regarde la porte de ma chambre. Voici ma fille debout, tenant un couteau scintillant et brillant, avec le sourire le plus horrible sur son visage. Elle dit joyeusement : "Tu t'es réveillé. C'est dommage.";;;;;;;;;;x
VIETmisc.2510.a;What are you doing... with that knife -;Qu'est-ce que tu fais ... avec ce couteau -;;;;;;;;;;;;x
VIETmisc.2511.desc;"I was checking to see if you were awake yet," my daughter says just as I am about to make a run for it. "I'm helping the cook make some meat for breakfast, daddy, and we wanted to surprise you! Oh well. What meat would you like to eat later?";"Je vérifiais si vous étiez encore éveillé", dit ma fille au moment où je m'apprête à courir. "J'aide le cuisinier à faire de la viande pour le petit-déjeuner, papa, et on voulait te faire une surprise ! Oh, eh bien. Quelle viande vodrais-tu manger ?";;;;;;;;;;x
VIETmisc.2511.a;IN THE NAME OF [Root.Religion.GetRandomGodName] PUT THAT KNIFE DOWN.;OH NOM DE [Root.Religion.GetRandomGodName], POSE CE COUTEAU.;;;;;;;;;;;;x
VIETmisc.2511.b;Oh! Hmm... I'll take chicken?;Oh! Humm.... Je prendrais du poulet ?;;;;;;;;;;;;x
VIETmisc.2511.c;You will not be cooking. It is improper for someone of your status.;Tu ne cuisineras pas. C'est inapproprié pour quelqu'un de votre statut.;;;;;;;;;;;;x
VIETmisc.2511.d;Cook whatever, I don't care, let me go back to sleep.;Fais ce que tu veux, laisse-moi me rendormir.;;;;;;;;;;;;x
VIETmisc.2512.desc;We are all good Dulcinians, engaging in prayer to assure God of our purify and faith, when my courtier bursts in, saying, "Penitenziagite! Watch out for the draco who cometh in futurum to gnaw your anima! La morte e supremos. You contemplatum the apocalypsum. La-bas, nous avons il diabolo, ugly comme Salvatore;Nous sommes tous de bons Dulciniens, nous nous engageons dans la prière pour assurer Dieu de notre purification et de notre foi, quand mon courtisan fait irruption en disant : "Penitenziagite! Watch out for the draco who cometh in futurum to gnaw your anima! La morte e supremos. You contemplatum the apocalypsum. La-bas, nous avons il diabolo, ugly comme Salvatore.";;;;;;;;;;x
VIETmisc.2512.a;Never have truer words been spoken! Repent, brothers and sisters, repent!;Jamais des mots plus vrais n'ont été prononcés ! Repentez-vous, frères et sœurs, repentez-vous !;;;;;;;;;;;;x
VIETmisc.2512.b;Do not interrupt us. Unless you want to be... purified?;Ne nous interrompez pas. A moins que vous ne vouliez être... purifié ?;;;;;;;;;;;;x
VIETmisc.2512.c;You really are as ugly as you claim to be.;Tu es vraiment aussi laide que tu prétends l'être.;;;;;;;;;;;;x
#Cretan Fun;;;;;;;;;;;;;;x
VIETmisc.2036.desc;Peasants nearby discovered a buried bull-shaped vase in the Cretan countryside. It doesn't appear to be of any contemporary style, and perhaps dates to ancient times. Discussing the matter with some local scholars, it seems that the Cretan pagans worshipped bulls.;Les paysans voisins ont découvert un vase en forme de taureau enterré dans la campagne crétoise. Il n' a pas l'air d'être de style contemporain et date peut-être de l'antiquité. En discutant de la question avec quelques érudits locaux, il semble que les païens crétois vénéraient les taureaux.;;;;;;;;;;x
VIETmisc.2036.a;It would make a nice decoration in my bedroom.;Ça ferait une belle décoration dans ma chambre.;;;;;;;;;;;;x
VIETmisc.2036.b;Perhaps I could sell it, given it is in good condition.;Je pourrais peut-être le vendre, étant donné qu'il est en bon état.;;;;;;;;;;;;x
VIETmisc.2036.c;Discard this pagan, heathen contraption! It is evil!;Jetez cet engin barbare et païen ! C'est le mal !;;;;;;;;;;;;x
VIETmisc.2036.d;I notice many bull-shaped objects lying around Crete... I should study them more!;Je remarque beaucoup d'objets en forme de taureau qui traînent autour de la Crète... Je devrais les étudier davantage !;;;;;;;;;;;;x
VIETmisc.2037.desc;As you sip on your Cretan wine and take a bite into the delicious Kalitsounia pie with herbs and sweet cheese, the musician approaches, holding the traditional Cretan lyra in his hands. "O [Root.GetTitledFirstName], for my next improvisation, shall I sing of love, or shall I sing of death?";Pendant que vous dégustez votre vin crétois et que vous mangez une bouchée dans la délicieuse tarte Kalitsounia aux herbes et au fromage sucré, le musicien s'approche, tenant la lyre crétoise traditionnelle dans ses mains. "Ô [Root.GetTitledFirstName], pour ma prochaine improvisation, vais-je chanter l'amour ou la mort ?";;;;;;;;;;x
VIETmisc.2037.a;Sing of love!;Chantez l'amour !;;;;;;;;;;;;x
VIETmisc.2037.b;Sing of death!;Chantez la mort !;;;;;;;;;;;;x
VIETmisc.2037.c;These Cretan cheese pies are DELICIOUS - wait, you said something?;Ces tartes au fromage crétois sont DÉLICIEUSES - attendez, vous avez dit quelque chose ?;;;;;;;;;;;;x
VIETmisc.2038.desc;Another vendetta has broken out among two prominent Cretan families under your rule. These families aren't too powerful, relatively speaking, but they are powerful and influential enough that their activities are causing a lot of havoc in the area. This isn’t the first time you’ve heard of problems like this on Crete...;Une autre vendetta a éclaté entre deux grandes familles crétoises sous votre règne. Ces familles ne sont pas très puissantes, relativement parlant, mais elles sont assez puissantes et influentes pour que leurs activités causent beaucoup de ravages dans la région. Ce n'est pas la première fois que vous entendez parler de problèmes de ce genre en Crète...;;;;;;;;;;x
VIETmisc.2038.a;Gah! These simpleton villagers!;Gah ! Ces villageois !;;;;;;;;;;;;x
VIETmisc.2038.b;Put an end to this feud. Now!;Mettez fin à cette querelle. Maintenant !;;;;;;;;;;;;x
VIETmisc.2039.desc;On the mountainsides and gorges of Crete are plenty of plants called "Cretan Dittanies." I've been told by many Cretans that there is no better way to prove one's love than traversing the difficult terrain to collect these plants when they bloom with lovely pink flowers - not to mention there are rumors they are an excellent aphrodisiac!;Sur les flancs des montagnes et des gorges de la Crète se trouvent de nombreuses plantes appelées "Dictame de Crète". Beaucoup de Crétois m'ont dit qu'il n' y a pas de meilleure façon de prouver son amour que de traverser le terrain difficile pour récolter ces plantes lorsqu'elles fleurissent avec de belles fleurs roses - sans parler des rumeurs selon lesquelles elles sont un excellent aphrodisiaque !;;;;;;;;;;x
VIETmisc.2039.a;Why would I risk my life for these stupid plants?;Pourquoi risquer ma vie pour ces plantes stupides ?;;;;;;;;;;;;x
VIETmisc.2039.b;I'll get some for my lover.;Je vais en chercher pour mon amante.;;;;;;;;;;;;x
VIETmisc.2039.c;I'll get some for my spouse.;Je vais en chercher pour ma conjointe.;;;;;;;;;;;;x
VIETmisc.9000.desc;Crete has produced quality wines since time immemorial, and it is an important part of local culture and tradition - festivals are constantly held throughout the year in different parts of the island to celebrate grapes and good drink. This year, you’ve found some time to attend one of these festivals.;La Crète produit des vins de qualité depuis des temps immémoriaux, et c'est un élément important de la culture et de la tradition locale - des fêtes sont organisées tout au long de l'année dans différentes parties de l'île pour célébrer le raisin et la bonne boisson. Cette année, vous avez trouvé le temps d'assister à l'un de ces festivals.;;;;;;;;;;x
VIETmisc.9000.a;Fun awaits!;Le plaisir vous attend !;;;;;;;;;;;;x
VIETmisc.9001.tooltip;You prepare to attend one of the local Cretan wine festivals and set off for the village where a festival will soon be held.;Vous vous préparez à assister à l'une des fêtes locales du vin crétois et partez pour le village où se tiendra bientôt un festival.;;;;;;;;;;x
VIETmisc.9001.title;The Wines of Crete;Les Vins de Crète;;;;;;;;;;x
VIETmisc.9001.desc;The wine festival is just as exciting as you expected. As you arrive at the village, you see hundreds of people - commoner and noble alike - gather to take part. There’s much to do, be it drinking delicious wines, participating in the many traditional Cretan dances, or enjoying the good food! You can’t believe you don’t come to these celebrations more often.\n\nFriends, guests, even passersby lifting their glasses to toast, and wishing well to each other. Instruments start play. Hearts warm up. Arms open. Spirits are high! Big Cretan men lead the dance, while women and men alike sing traditional songs. People exchange smiles, banters, good feelings.;La fête du vin est aussi passionnante que vous l'aviez imaginé. Quand vous arrivez au village, vous voyez des centaines de personnes - des gens ordinaires et nobles - se rassemblent pour participer. Il y a beaucoup à faire, qu'il s'agisse de boire des vins délicieux, de participer aux nombreuses danses traditionnelles crétoises ou de déguster la bonne bouffe ! Vous ne pouvez pas croire que vous ne veniez pas plus souvent à ces célébrations.\n\nAmis, invités, même des passants levant leurs verres pour porter un toast, et souhaitant bonne chance les uns aux autres. Les instruments commencent à jouer. Les cœurs s'échauffent. Les bras ouverts. Les esprits sont hauts ! Les grands hommes crétois mènent la danse, tandis que les femmes et les hommes chantent des chants traditionnels. Les gens échangent des sourires, des plaisanteries, de bons sentiments.;;;;;;;;;;x
VIETmisc.9001.a;This is good!;C'est génial !;;;;;;;;;;;;x
cretan_festival_next;The festival is well under way.;Le festival est bien engagé.;;;;;;;;;;x
VIETmisc.9002.tooltip;Drinking wine is fun!;Boire du vin, c'est amusant !;;;;;;;;;;x
VIETmisc.9002.desc;No wonder Crete is famous for its wines! They are many and of great quality. You’re sampling the various different wines available, including the notoriously strong “raki” or “tsikoudia.” As you continue sipping on the fine wine, a few of the local men - burly, big fellows with the infamous Cretan mustaches - invite you to join them in the drinking contests!;Pas étonnant que la Crète soit célèbre pour ses vins ! Ils sont nombreux et de grande qualité. Vous dégustez les différents vins disponibles, dont le fameux raki ou tsikoudia. Alors que vous continuez à siroter le bon vin, quelques-uns des hommes de la région - des hommes costauds et costauds avec les fameuses moustaches crétoises - vous invitent à participer aux concours de dégustation !;;;;;;;;;;x
VIETmisc.9002.a;No thanks, I've drunk enough for now. Maybe later!;Non merci, j'ai assez bu pour l'instant. Peut-être plus tard !;;;;;;;;;;;;x
VIETmisc.9002.b;Haha! I’ll beat these amateurs!;Haha ! Je vais battre ces amateurs !;;;;;;;;;;;;x
VIETmisc.9003.tooltip;I have to remember when I can and can’t dance, though, the Cretan locals can be quite fussy about the rules of dancing.;Je dois me rappeler quand je peux et ne peux pas danser, cependant, les habitants de Crète peuvent être assez difficiles sur les règles de la danse.;;;;;;;;;;x
VIETmisc.9003.desc;Cretans sure love to dance! The locals have so many dances, it’s hard to keep track of which is which - trizalis, tsiniaris, kanelia, ntames, pidikhtos, and the energetic war dance, the pentozali, which is full of high jumping. Men and women alike are running and jumping and twirling and twisting with unrestrained liveliness.;Les crétois adorent danser! Les gens du pays ont tellement de danses, qu'il est difficile de savoir lesquelles - trizalis, tsiniaris, kanelia, ntames, pidikhtos, et la danse de guerre énergique, le pentozali, qui est remplie de saut en hauteur. Les hommes et les femmes courent, sautent, tournoient et se tordent avec une vivacité débridée.;;;;;;;;;;x
VIETmisc.9003.a;Maybe I should join in!;Je devrais peut-être participer !;;;;;;;;;;;;x
VIETmisc.9004.tooltip;So much good food, so much good food!;Tant de bonne bouffe, tant de bonne bouffe !;;;;;;;;;;x
VIETmisc.9004.desc;There is so many types of Cretan food. Simple peasant meals, perhaps, but they’re delicious! Kalitsounia sweet cheese pies, traditional Dacos bread, Cretan sausages and cheeses, pomegranates, chestnuts...;Il y a tellement de nourriture crétoise. De simples repas paysans, peut-être, mais ils sont délicieux ! Tartes au fromage doux Kalitsounia, pain traditionnel Dacos, saucisses et fromages crétois, grenades, châtaignes...;;;;;;;;;;x
VIETmisc.9004.a;One would think I’m at a food festival, not a wine festival!;On pourrait penser que je suis à un festival gastronomique, pas à un festival du vin !;;;;;;;;;;;;x
VIETmisc.9005.desc;Unfortunately, all good things have to come to an end. The wine festival concludes, and you must return home. It will be a while before you’ll find time in your schedule to visit one of these local celebrations, but perhaps it wouldn’t be a bad idea to come back in the future. After all, it’s rare for you to experience that much excitement and merriment in such a sort time.;Malheureusement, toutes les bonnes choses doivent prendre fin. La fête du vin se termine et vous devez rentrer chez vous. Il faudra un certain temps avant que vous ne trouviez le temps de visiter l'une de ces célébrations locales, mais ce ne serait peut-être pas une mauvaise idée de revenir à l'avenir. Après tout, il est rare que vous éprouviez autant d'excitation et de gaieté dans un tel moment.;;;;;;;;;;x
VIETmisc.9005.a;Now back to my dull old life.;Maintenant, revenons à ma vieille vie ennuyeuse.;;;;;;;;;;;;x
VIETmisc.9006.desc;As you ride upon your horse, into the horizon, you gaze one last time at the village you just visited for the wine festival. A few of the villagers are still milling about, perhaps with hangovers. Absentmindedly, you shout goodbye to the them. To your surprise, they cheerfully shout farewell back at you.;En montant sur votre cheval, à l'horizon, vous contemplez une dernière fois le village que vous venez de visiter pour la fête du vin. Quelques-uns des villageois sont encore en train de s'agiter, peut-être avec la gueule de bois. Involontairement, vous leur criez au revoir. A votre grande surprise, ils vous crient joyeusement au revoir.;;;;;;;;;;x
VIETmisc.9006.a;Haha! I’ll miss you all! It was fun!;Haha ! Vous allez tous me manquer ! C'était amusant !;;;;;;;;;;;;x
VIETmisc.9007.desc;Crete's prosperity is undeniable! Muslims from the Levant and North Africa keep coming in order to seek their fortune from Crete's commercial opportunities. Today, one such man came to my court, seeking to serve me.;La prospérité de la Crète est indéniable! Les Musulmans du Levant et d'Afrique du Nord continuent à venir chercher fortune dans les débouchés commerciaux de la Crète. Aujourd'hui, un de ces hommes est venu à ma cour pour me servir.;;;;;;;;;;x
VIETmisc.9007.a;Very well, we will allow him to stay.;Très bien, nous allons lui permettre de rester.;;;;;;;;;;;;x
VIETmisc.9007.b;He can find another patron.;Il peut trouver un autre mécène.;;;;;;;;;;;;x
attend_cretan_wine_festival;Attend Cretan Wine Festival;Assister au Festival du vin de Crète;;;;;;;;;;x
attend_cretan_wine_festival_desc;Cretan has some of the best wines in all Greece - perhaps you should partake in one of the festivals celebrating these wines!;Crète a quelques-uns des meilleurs vins de toute la Grèce - peut-être vous devriez participer à l'un des festivals célébrant ces vins !;;;;;;;;;;x
